0,5204.993100,5204.993100,293.280600,0.000000,63828008
1,5015.812100,5015.812100,296.284200,0.000000,63828008
2,41.039300,41.039300,2.002000,0.000000,563768
3,3562.417300,3562.417300,240.230500,0.000000,47626728
4,205.196800,205.196800,12.011800,0.000000,2885668
5,1248.197200,1248.197200,96.092200,0.000000,16306320
6,320.307300,320.307300,16.015400,0.000000,3917164
7,294.282300,294.282300,18.017300,0.000000,3917164
8,2272.179500,2272.179500,133.127700,0.000000,28541716
9,206.198600,206.198600,23.022600,0.000000,2075280
10,315.301700,315.301700,10.010100,0.000000,2353432
11,260.249400,260.249400,13.012700,0.000000,2419520
12,4998.795500,4998.795500,284.272700,0.000000,63828008
13,4883.685600,4883.685600,293.281300,0.000000,63828008
14,42.040600,42.040600,2.002000,0.000000,563768
15,3550.406300,3550.406300,214.205500,0.000000,47626728
16,411.395400,411.395400,15.014400,0.000000,2885668
17,1326.272100,1326.272100,78.074900,0.000000,16306320
18,352.338600,352.338600,17.016300,0.000000,3917164
19,446.428000,446.428000,36.034600,0.000000,3917164
20,2283.189500,2283.189500,130.124800,0.000000,28541716
21,218.210100,218.210100,16.016200,0.000000,2075280
22,238.228000,238.228000,11.011100,0.000000,2353432
23,317.303900,317.303900,13.012500,0.000000,2419520
24,5079.873500,5079.873500,313.300800,0.000000,63828008
25,4983.781100,4983.781100,289.277500,0.000000,63828008
26,44.043000,44.043000,5.005000,0.000000,563768
27,3686.536900,3686.536900,223.214100,0.000000,47626728
28,208.200000,208.200000,12.011500,0.000000,2885668
29,1244.193300,1244.193300,68.065300,0.000000,16306320
30,372.357800,372.357800,20.019300,0.000000,3917164
31,444.426900,444.426900,20.019200,0.000000,3917164
32,2320.225600,2320.225600,161.154400,0.000000,28541716
33,149.143100,149.143100,8.007700,0.000000,2075280
34,221.212200,221.212200,12.011700,0.000000,2353432
35,351.337600,351.337600,12.011800,0.000000,2419520
36,5055.850300,5055.850300,284.272700,0.000000,63828008
37,4909.709600,4909.709600,288.276600,0.000000,63828008
38,41.039400,41.039400,3.003200,0.000000,563768
39,3615.468700,3615.468700,212.203300,0.000000,47626728
40,262.251600,262.251600,14.013400,0.000000,2885668
41,1332.278300,1332.278300,68.065300,0.000000,16306320
42,287.275100,287.275100,18.017300,0.000000,3917164
43,318.305100,318.305100,19.018200,0.000000,3917164
44,2277.184000,2277.184000,122.117100,0.000000,28541716
45,146.140700,146.140700,8.007700,0.000000,2075280
46,173.165900,173.165900,10.009900,0.000000,2353432
47,234.225200,234.225200,15.014900,0.000000,2419520
48,5057.851100,5057.851100,299.287300,0.000000,63828008
49,4871.674300,4871.674300,269.258000,0.000000,63828008
50,42.040600,42.040600,2.001900,0.000000,563768
51,3681.531900,3681.531900,240.230500,0.000000,47626728
52,207.199100,207.199100,12.011500,0.000000,2885668
53,1217.167700,1217.167700,71.068200,0.000000,16306320
54,325.312600,325.312600,16.015300,0.000000,3917164
55,394.378300,394.378300,17.016400,0.000000,3917164
56,2212.121700,2212.121700,132.127000,0.000000,28541716
57,150.144300,150.144300,10.009600,0.000000,2075280
58,258.249000,258.249000,14.012700,0.000000,2353432
59,251.241300,251.241300,29.027900,0.000000,2419520
60,5036.831800,5036.831800,283.271700,0.000000,63828008
61,4883.684800,4883.684800,287.275300,0.000000,63828008
62,43.041300,43.041300,3.003700,0.000000,563768
63,3576.430800,3576.430800,241.231400,0.000000,47626728
64,217.208300,217.208300,14.013500,0.000000,2885668
65,1295.242300,1295.242300,76.072900,0.000000,16306320
66,374.359400,374.359400,52.050200,0.000000,3917164
67,353.339500,353.339500,18.017500,0.000000,3917164
68,2260.168000,2260.168000,134.128600,0.000000,28541716
69,173.165700,173.165700,11.010600,0.000000,2075280
70,271.260500,271.260500,21.021200,0.000000,2353432
71,311.297600,311.297600,14.013200,0.000000,2419520
72,5039.834400,5039.834400,282.270700,0.000000,63828008
73,4887.689000,4887.689000,264.253500,0.000000,63828008
74,42.040100,42.040100,3.002900,0.000000,563768
75,3618.471300,3618.471300,240.230500,0.000000,47626728
76,206.198300,206.198300,11.010600,0.000000,2885668
77,1250.199600,1250.199600,72.069400,0.000000,16306320
78,332.318500,332.318500,23.021100,0.000000,3917164
79,362.347300,362.347300,17.016600,0.000000,3917164
80,2217.126400,2217.126400,127.122000,0.000000,28541716
81,189.182000,189.182000,16.016200,0.000000,2075280
82,230.218600,230.218600,11.011300,0.000000,2353432
83,319.307900,319.307900,19.018800,0.000000,2419520
84,5072.864000,5072.864000,280.269400,0.000000,63828008
85,4961.760300,4961.760300,299.287400,0.000000,63828008
86,42.040100,42.040100,3.002900,0.000000,563768
87,3502.360400,3502.360400,232.222800,0.000000,47626728
88,207.200500,207.200500,11.010800,0.000000,2885668
89,1245.194500,1245.194500,80.076800,0.000000,16306320
90,315.302400,315.302400,17.016300,0.000000,3917164
91,390.375000,390.375000,33.032000,0.000000,3917164
92,2273.180200,2273.180200,131.125800,0.000000,28541716
93,146.141200,146.141200,8.007700,0.000000,2075280
94,198.191400,198.191400,14.014000,0.000000,2353432
95,308.294700,308.294700,15.013900,0.000000,2419520
96,5040.836100,5040.836100,296.284200,0.000000,63828008
97,4933.733100,4933.733100,296.284500,0.000000,63828008
98,41.039600,41.039600,3.002600,0.000000,563768
99,3574.428600,3574.428600,242.232400,0.000000,47626728
100,206.198000,206.198000,11.010800,0.000000,2885668
101,1212.162600,1212.162600,72.069100,0.000000,16306320
102,452.434100,452.434100,19.018000,0.000000,3917164
103,319.306000,319.306000,37.035700,0.000000,3917164
104,2204.114000,2204.114000,133.127700,0.000000,28541716
105,150.144100,150.144100,9.008600,0.000000,2075280
106,209.200500,209.200500,14.013400,0.000000,2353432
107,256.246900,256.246900,14.014200,0.000000,2419520
108,5042.838000,5042.838000,284.273000,0.000000,63828008
109,4942.742200,4942.742200,303.290700,0.000000,63828008
110,45.043000,45.043000,6.005500,0.000000,563768
111,3615.468400,3615.468400,216.207400,0.000000,47626728
112,220.211300,220.211300,13.012500,0.000000,2885668
113,1344.288400,1344.288400,71.068100,0.000000,16306320
114,371.355500,371.355500,24.022800,0.000000,3917164
115,362.347300,362.347300,37.035800,0.000000,3917164
116,2233.141800,2233.141800,134.129000,0.000000,28541716
117,172.164900,172.164900,9.008600,0.000000,2075280
118,204.196400,204.196400,11.011100,0.000000,2353432
119,208.201000,208.201000,23.023100,0.000000,2419520
120,5063.857600,5063.857600,299.287400,0.000000,63828008
121,4973.771500,4973.771500,299.287200,0.000000,63828008
122,43.041300,43.041300,3.002900,0.000000,563768
